"","opponent","event_day_of_week","days_before_event","section_name","channel","price_level","primary_tickets_sold","primary_average_ticket_price","churn"
"14846",13,"Tuesday",0,61,"Back Office","R - 300L",9,"$16.73",1
"14847",16,"Thursday",0,36,"Web","M - 200L",2,"$55.24",0
"14848",7,"Thursday",117,23,"Web","G - 100L",2,"$101.20",0
"14849",20,"Sunday",10,56,"Back Office","R - 300L",1,"$31.05",0
"14850",31,"Saturday",24,69,"Back Office","R - 300L",5,"$54.97",1
"14851",28,"Saturday",9,50,"Back Office","R - 300L",5,"$18.48",1
"14852",27,"Wednesday",1,46,"Back Office","K - 200L",3,"$49.45",0
"14853",21,"Saturday",36,47,"Web","P - 300L",2,"$37.23",0
"14854",28,"Saturday",55,24,"Web","D - 100L",2,"$201.16",0
"14855",22,"Thursday",0,29,"Web","F -100L",1,"$59.78",0
"14856",18,"Saturday",0,71,"Web","R - 300L",1,"$39.01",1
"14857",16,"Saturday",12,47,"Back Office","O - 300L",5,"$59.63",0
"14858",13,"Sunday",9,18,"Back Office","D - 100L",2,"$184.50",1
"14859",18,"Saturday",112,71,"Web","R - 300L",2,"$48.83",0
"14860",4,"Thursday",11,21,"Web","G - 100L",4,"$104.42",0
"14861",9,"Monday",3,27,"Back Office","D - 100L",7,"$66.53",0
"14862",21,"Saturday",21,37,"Web","L1 - 200L",4,"$75.89",0
"14863",2,"Wednesday",1,29,"Web","F -100L",1,"$66.49",0
"14864",12,"Thursday",0,23,"Back Office","G - 100L",1,"$89.61",0
"14865",3,"Saturday",2,21,"Back Office","I - 100L",2,"$106.28",1
"14866",27,"Monday",19,26,"Web","C - 100L",8,"$141.51",0
"14867",4,"Thursday",14,19,"Web","G - 100L",2,"$103.54",0
"14868",15,"Friday",0,32,"Web","F -100L",2,"$88.76",0
"14869",27,"Wednesday",8,47,"Back Office","O - 300L",3,"$44.07",0
"14870",27,"Monday",4,22,"Web","I - 100L",1,"$36.55",1
"14871",4,"Saturday",39,20,"Box Office","G - 100L",1,"$136.77",1
"14872",25,"Saturday",0,22,"Back Office","G - 100L",3,"$103.97",0
"14873",22,"Wednesday",2,76,"Back Office","R - 300L",10,"$15.37",0
"14874",6,"Tuesday",1,47,"Web","P - 300L",2,"$40.94",0
"14875",8,"Saturday",0,50,"Web","R - 300L",2,"$46.57",0
"14876",20,"Thursday",0,32,"Web","F -100L",2,"$103.70",0
"14877",13,"Monday",69,26,"Web","C - 100L",2,"$176.58",0
"14878",31,"Tuesday",0,47,"Web","O - 300L",1,"$47.96",1
"14879",15,"Friday",0,26,"Web","C - 100L",2,"$111.23",1
"14880",2,"Wednesday",2,60,"Back Office","R - 300L",15,"$21.82",1
"14881",27,"Wednesday",9,76,"Back Office","R - 300L",4,"$27.72",0
"14882",22,"Thursday",16,43,"Web","K - 200L",3,"$87.42",1
"14883",20,"Tuesday",75,25,"Web","D - 100L",7,"$130.49",0
"14884",18,"Saturday",9,16,"Web","C - 100L",4,"$178.75",0
"14885",14,"Thursday",63,16,"Web","C - 100L",2,"$123.84",1
"14886",27,"Wednesday",30,48,"Back Office","P - 300L",4,"$25.90",0
"14887",27,"Monday",4,22,"Web","G - 100L",2,"$106.40",1
"14888",20,"Thursday",0,42,"Web","L2 - 200L",1,"$62.39",0
"14889",15,"Friday",2,77,"Web","Q - 300L",5,"$42.70",0
"14890",28,"Thursday",0,49,"Back Office","P - 300L",15,"$17.07",0
"14891",3,"Tuesday",25,32,"Web","F -100L",3,"$185.57",0
"14892",29,"Monday",0,43,"Web","L2 - 200L",3,"$57.82",0
"14893",5,"Thursday",21,42,"Back Office","K - 200L",3,"$91.23",0
"14894",14,"Saturday",13,47,"Web","P - 300L",2,"$66.64",0
"14895",17,"Saturday",0,26,"Web","C - 100L",1,"$190.08",1
"14896",8,"Saturday",0,48,"Web","P - 300L",3,"$54.02",1
"14897",23,"Saturday",190,17,"Web","D - 100L",2,"$149.64",0
"14898",27,"Saturday",25,66,"Web","O - 300L",2,"$56.43",0
"14899",25,"Saturday",3,26,"Back Office","C - 100L",3,"$173.79",0
"14900",29,"Monday",0,79,"Web","O - 300L",4,"$61.04",0
"14901",3,"Thursday",0,44,"Web","L2 - 200L",2,"$65.48",1
"14902",5,"Wednesday",0,67,"Web","R - 300L",2,"$34.69",1
"14903",21,"Thursday",3,66,"Back Office","P - 300L",6,"$21.61",0
"14904",6,"Wednesday",7,17,"Back Office","D - 100L",2,"$84.46",0
"14905",27,"Monday",4,22,"Web","I - 100L",2,"$76.99",0
"14906",29,"Monday",0,25,"Web","D - 100L",1,"$131.99",0
"14907",21,"Thursday",1,41,"Back Office","K - 200L",2,"$50.99",0
"14908",2,"Wednesday",9,18,"Web","D - 100L",2,"$114.53",1
"14909",24,"Monday",121,47,"Web","O - 300L",3,"$43.56",0
"14910",31,"Saturday",0,30,"Web","H - 100L",3,"$48.46",0
"14911",5,"Wednesday",64,47,"Web","O - 300L",6,"$54.83",0
"14912",21,"Saturday",0,80,"Web","P - 300L",2,"$43.39",0
"14913",8,"Saturday",0,48,"Web","P - 300L",2,"$40.81",0
"14914",19,"Saturday",0,45,"Back Office","L2 - 200L",5,"$28.50",1
"14915",21,"Saturday",97,47,"Web","O - 300L",2,"$73.58",0
"14916",30,"Saturday",0,48,"Back Office","P - 300L",4,"$16.55",1
"14917",5,"Wednesday",2,40,"Web","L1 - 200L",2,"$83.45",1
"14918",14,"Saturday",1,28,"Web","D - 100L",2,"$136.60",0
"14919",22,"Thursday",0,44,"Box Office","L2 - 200L",2,"$80.66",1
"14920",19,"Thursday",1,67,"Back Office","R - 300L",23,"$22.71",0
"14921",31,"Saturday",0,20,"Box Office","G - 100L",2,"$191.04",0
"14922",31,"Saturday",3,67,"Web","R - 300L",5,"$30.08",0
"14923",30,"Saturday",5,31,"Back Office","H - 100L",3,"$48.88",1
"14924",31,"Saturday",21,65,"Web","P - 300L",2,"$24.44",0
"14925",11,"Thursday",0,63,"Box Office","O - 300L",3,"$74.75",0
"14926",10,"Thursday",4,30,"Web","H - 100L",2,"$85.11",0
"14927",15,"Thursday",0,53,"Box Office","R - 300L",1,"$22.89",1
"14928",31,"Monday",75,25,"Web","D - 100L",2,"$95.20",0
"14929",20,"Thursday",0,52,"Web","R - 300L",2,"$23.68",0
"14930",2,"Monday",0,35,"Back Office","L1 - 200L",2,"$85.56",1
"14931",14,"Saturday",0,73,"Web","Q - 300L",2,"$60.06",1
"14932",18,"Saturday",0,51,"Web","R - 300L",1,"$38.21",0
"14933",25,"Thursday",33,73,"Web","R - 300L",2,"$57.23",0
"14934",10,"Wednesday",2,48,"Back Office","P - 300L",14,"$31.92",0
"14935",27,"Wednesday",8,49,"Back Office","O - 300L",2,"$29.73",1
"14936",12,"Saturday",38,67,"Web","R - 300L",14,"$36.39",0
"14937",2,"Wednesday",48,17,"Web","D - 100L",2,"$118.20",0
"14938",31,"Saturday",8,30,"Web","H - 100L",2,"$228.69",0
"14939",31,"Saturday",0,50,"Back Office","R - 300L",15,"$54.65",1
"14940",14,"Wednesday",2,73,"Back Office","R - 300L",2,"$13.78",0
"14941",15,"Saturday",39,31,"Back Office","H - 100L",3,"$56.42",0
"14942",19,"Sunday",1,66,"Web","P - 300L",4,"$31.30",0
"14943",21,"Saturday",5,35,"Web","L1 - 200L",4,"$69.47",0
"14944",29,"Saturday",4,47,"Web","O - 300L",2,"$106.82",0
"14945",1,"Saturday",0,77,"Back Office","Q - 300L",6,"$35.99",0
"14946",31,"Saturday",102,50,"Web","R - 300L",2,"$74.74",0
"14947",13,"Sunday",5,66,"Web","P - 300L",2,"$25.50",0
"14948",14,"Saturday",6,71,"Web","R - 300L",2,"$64.20",0
"14949",9,"Friday",45,51,"Web","R - 300L",1,"$62.30",0
"14950",6,"Thursday",0,58,"Back Office","R - 300L",11,"$30.12",1
"14951",7,"Monday",0,64,"Back Office","O - 300L",44,"$36.15",1
"14952",20,"Sunday",108,21,"Back Office","G - 100L",4,"$79.24",0
"14953",18,"Tuesday",1,80,"Back Office","P - 300L",6,"$28.54",1
"14954",1,"Thursday",21,24,"Web","D - 100L",2,"$111.36",0
"14955",30,"Saturday",58,17,"Web","D - 100L",2,"$112.63",1
"14956",20,"Sunday",0,20,"Back Office","G - 100L",1,"$113.36",1
"14957",30,"Thursday",31,31,"Web","H - 100L",5,"$109.80",0
"14958",3,"Saturday",5,65,"Back Office","O - 300L",2,"$60.59",0
"14959",5,"Tuesday",0,56,"Box Office","R - 300L",2,"$52.17",1
"14960",31,"Tuesday",0,56,"Web","Q - 300L",3,"$37.78",0
"14961",7,"Monday",11,72,"Back Office","R - 300L",2,"$21.09",1
"14962",1,"Tuesday",119,16,"Web","C - 100L",2,"$240.80",0
"14963",2,"Wednesday",108,39,"Web","M - 200L",2,"$89.10",1
"14964",19,"Sunday",40,21,"Web","I - 100L",2,"$73.10",0
"14965",10,"Wednesday",2,26,"Back Office","C - 100L",8,"$160.45",0
"14966",17,"Saturday",26,34,"Web","D - 100L",1,"$153.12",0
"14967",3,"Saturday",0,32,"Back Office","F -100L",1,"$117.72",1
"14968",8,"Saturday",124,55,"Web","R - 300L",4,"$36.88",0
"14969",16,"Saturday",16,51,"Back Office","R - 300L",4,"$50.94",0
"14970",11,"Tuesday",1,18,"Back Office","D - 100L",14,"$106.04",1
"14971",30,"Thursday",38,47,"Web","O - 300L",3,"$62.40",0
"14972",21,"Saturday",39,17,"Web","D - 100L",4,"$200.10",0
"14973",24,"Saturday",0,47,"Box Office","P - 300L",4,"$57.57",1
"14974",10,"Saturday",0,49,"Back Office","N - 300L",2,"$56.61",1
"14975",16,"Saturday",1,59,"Back Office","R - 300L",19,"$22.77",0
"14976",23,"Saturday",6,33,"Web","D - 100L",6,"$110.67",0
"14977",28,"Saturday",0,35,"Back Office","L1 - 200L",2,"$33.63",1
"14978",10,"Saturday",3,20,"Back Office","G - 100L",2,"$143.55",1
"14979",22,"Thursday",3,53,"Web","R - 300L",5,"$18.66",0
"14980",30,"Saturday",0,29,"Back Office","F -100L",1,"$56.55",1
"14981",14,"Saturday",2,58,"Web","R - 300L",3,"$68.04",0
"14982",16,"Tuesday",0,79,"Web","P - 300L",5,"$24.10",0
"14983",25,"Thursday",2,47,"Web","O - 300L",3,"$38.46",0
"14984",5,"Thursday",29,49,"Web","O - 300L",2,"$59.99",0
"14985",15,"Friday",0,40,"Web","L1 - 200L",2,"$62.17",0
"14986",9,"Thursday",111,62,"Web","P - 300L",2,"$52.47",0
"14987",19,"Sunday",1,75,"Web","R - 300L",1,"$18.55",1
"14988",30,"Sunday",3,22,"Web","G - 100L",2,"$95.50",1
"14989",24,"Thursday",2,24,"Web","D - 100L",3,"$81.78",0
"14990",16,"Thursday",0,72,"Web","R - 300L",2,"$16.65",0
"14991",2,"Wednesday",4,26,"Web","C - 100L",2,"$170.54",0
"14992",1,"Thursday",5,18,"Web","D - 100L",9,"$92.87",0
"14993",24,"Monday",7,34,"Back Office","D - 100L",2,"$113.07",0
"14994",3,"Sunday",1,80,"Web","P - 300L",2,"$84.19",0
"14995",25,"Thursday",255,77,"Web","R - 300L",1,"$49.76",1
"14996",3,"Tuesday",0,21,"Web","I - 100L",1,"$149.66",0
"14997",20,"Tuesday",0,58,"Web","R - 300L",2,"$38.29",0
"14998",5,"Thursday",158,63,"Web","O - 300L",2,"$58.70",0
"14999",30,"Saturday",12,34,"Web","D - 100L",2,"$143.10",0
"15000",31,"Saturday",0,68,"Box Office","R - 300L",2,"$74.00",1
"15001",10,"Wednesday",23,80,"Back Office","O - 300L",4,"$40.18",0
"15002",16,"Saturday",12,31,"Back Office","H - 100L",2,"$91.20",0
"15003",21,"Saturday",39,65,"Web","P - 300L",4,"$40.48",0
"15004",25,"Thursday",79,63,"Web","O - 300L",2,"$63.45",0
"15005",19,"Sunday",4,46,"Web","K - 200L",7,"$52.82",0
"15006",29,"Monday",8,62,"Web","P - 300L",3,"$23.03",0
"15007",27,"Monday",0,78,"Web","R - 300L",2,"$22.02",0
"15008",25,"Thursday",0,50,"Web","R - 300L",3,"$54.60",0
"15009",4,"Thursday",0,16,"Web","C - 100L",2,"$162.00",0
"15010",11,"Saturday",55,21,"Web","G - 100L",2,"$157.14",0
"15011",27,"Wednesday",30,23,"Back Office","D - 100L",4,"$115.45",0
"15012",25,"Thursday",13,52,"Web","R - 300L",1,"$25.99",1
"15013",16,"Tuesday",1,51,"Web","R - 300L",4,"$20.38",0
"15014",2,"Monday",0,23,"Box Office","G - 100L",1,"$109.02",1
"15015",20,"Sunday",55,25,"Back Office","D - 100L",2,"$82.76",1
"15016",31,"Saturday",6,49,"Web","O - 300L",2,"$100.05",0
"15017",10,"Wednesday",25,20,"Web","G - 100L",2,"$157.55",0
"15018",20,"Tuesday",2,47,"Web","P - 300L",3,"$48.76",0
"15019",22,"Wednesday",0,25,"Back Office","B",2,"$128.65",0
"15020",27,"Saturday",81,26,"Web","C - 100L",2,"$156.50",1
"15021",31,"Tuesday",2,50,"Web","R - 300L",2,"$33.55",0
"15022",24,"Saturday",0,31,"Back Office","H - 100L",12,"$80.02",0
"15023",10,"Thursday",3,56,"Web","Q - 300L",5,"$24.18",0
"15024",10,"Thursday",48,18,"Web","D - 100L",2,"$142.93",0
"15025",27,"Wednesday",26,30,"Back Office","H - 100L",2,"$57.42",0
"15026",10,"Thursday",89,22,"Web","I - 100L",2,"$81.79",0
"15027",3,"Thursday",19,40,"Web","L1 - 200L",4,"$113.12",0
"15028",27,"Wednesday",65,31,"Back Office","H - 100L",3,"$61.20",0
"15029",31,"Tuesday",3,70,"Web","Q - 300L",4,"$38.15",0
"15030",11,"Saturday",17,30,"Web","H - 100L",2,"$107.22",0
"15031",9,"Thursday",217,16,"Web","C - 100L",4,"$193.98",1
"15032",22,"Thursday",0,21,"Web","I - 100L",2,"$66.09",0
"15033",19,"Saturday",78,28,"Web","D - 100L",2,"$207.10",0
"15034",20,"Tuesday",1,20,"Web","G - 100L",2,"$105.51",0
"15035",25,"Saturday",17,61,"Back Office","R - 300L",6,"$58.24",0
"15036",15,"Friday",2,33,"Web","D - 100L",2,"$106.71",0
"15037",31,"Saturday",47,68,"Back Office","R - 300L",4,"$41.58",1
"15038",10,"Thursday",44,26,"Web","C - 100L",1,"$114.00",0
"15039",18,"Saturday",24,16,"Web","C - 100L",3,"$199.92",0
"15040",15,"Saturday",0,40,"Back Office","L1 - 200L",7,"$49.10",1
"15041",1,"Saturday",5,78,"Back Office","R - 300L",4,"$27.14",1
"15042",5,"Thursday",2,39,"Back Office","M - 200L",3,"$41.80",0
"15043",23,"Monday",0,56,"Back Office","R - 300L",4,"$19.43",1
"15044",8,"Saturday",15,31,"Web","H - 100L",3,"$119.89",0
"15045",22,"Thursday",6,31,"Web","F -100L",2,"$114.68",1
"15046",27,"Monday",3,80,"Web","P - 300L",2,"$22.46",0
"15047",31,"Saturday",17,65,"Back Office","O - 300L",3,"$54.33",1
"15048",7,"Monday",33,70,"Web","R - 300L",2,"$33.22",0
"15049",18,"Tuesday",1,38,"Back Office","M - 200L",3,"$34.07",0
"15050",31,"Saturday",1,80,"Web","P - 300L",2,"$80.08",0
"15051",28,"Sunday",4,56,"Web","R - 300L",5,"$12.84",0
"15052",8,"Saturday",0,17,"Web","D - 100L",2,"$157.20",0
"15053",19,"Sunday",6,79,"Web","P - 300L",8,"$32.63",0
"15054",25,"Saturday",0,74,"Back Office","R - 300L",15,"$32.02",1
"15055",30,"Saturday",8,72,"Back Office","R - 300L",3,"$13.46",1
"15056",18,"Saturday",60,40,"Web","L1 - 200L",2,"$48.84",0
"15057",19,"Sunday",11,26,"Web","C - 100L",2,"$110.73",0
"15058",27,"Saturday",0,21,"Box Office","I - 100L",2,"$111.30",1
"15059",7,"Monday",5,53,"Box Office","R - 300L",2,"$62.70",1
"15060",11,"Tuesday",150,46,"Web","K - 200L",4,"$114.85",0
"15061",20,"Sunday",76,23,"Back Office","G - 100L",2,"$68.88",0
"15062",9,"Thursday",0,51,"Web","R - 300L",2,"$28.55",0
"15063",18,"Saturday",26,25,"Back Office","D - 100L",8,"$104.88",0
"15064",26,"Sunday",0,50,"Back Office","R - 300L",4,"$18.93",1
"15065",24,"Thursday",20,33,"Web","D - 100L",3,"$109.71",0
"15066",20,"Thursday",0,47,"Back Office","P - 300L",6,"$13.77",0
"15067",13,"Sunday",0,32,"Box Office","F -100L",7,"$150.51",1
"15068",2,"Wednesday",0,27,"Back Office","D - 100L",5,"$136.77",0
"15069",4,"Wednesday",2,35,"Back Office","L1 - 200L",2,"$29.82",0
"15070",3,"Sunday",6,48,"Back Office","O - 300L",5,"$60.98",0
"15071",24,"Saturday",0,44,"Box Office","K - 200L",1,"$55.53",1
"15072",16,"Thursday",1,68,"Web","R - 300L",1,"$24.23",0
"15073",7,"Monday",73,27,"Web","D - 100L",5,"$175.44",0
"15074",10,"Thursday",61,21,"Web","G - 100L",5,"$129.15",0
"15075",4,"Wednesday",0,80,"Web","O - 300L",2,"$54.63",0
"15076",14,"Saturday",0,33,"Web","D - 100L",1,"$111.28",0
"15077",2,"Wednesday",0,66,"Back Office","P - 300L",8,"$17.77",1
"15078",14,"Wednesday",0,26,"Back Office","C - 100L",15,"$79.88",0
"15079",19,"Sunday",6,16,"Web","C - 100L",3,"$150.86",0
"15080",14,"Saturday",0,52,"Web","R - 300L",4,"$50.59",0
"15081",21,"Saturday",19,32,"Web","D - 100L",2,"$170.53",0
"15082",26,"Tuesday",35,21,"Web","G - 100L",2,"$87.16",0
"15083",30,"Sunday",0,70,"Web","Q - 300L",2,"$27.50",0
"15084",8,"Monday",228,64,"Web","P - 300L",2,"$47.84",1
"15085",9,"Monday",0,68,"Back Office","Q - 300L",2,"$20.37",0
"15086",25,"Thursday",0,52,"Web","Q - 300L",5,"$52.56",0
"15087",25,"Saturday",95,47,"Web","P - 300L",3,"$65.88",0
"15088",21,"Saturday",139,29,"Web","D - 100L",1,"$156.60",0
"15089",18,"Saturday",0,46,"Back Office","K - 200L",4,"$49.94",0
"15090",26,"Tuesday",5,42,"Back Office","L2 - 200L",3,"$34.02",1
"15091",26,"Saturday",1,50,"Web","R - 300L",1,"$16.63",1
"15092",24,"Saturday",1,79,"Back Office","O - 300L",1,"$56.25",0
"15093",7,"Monday",0,62,"Back Office","P - 300L",91,"$29.83",1
"15094",9,"Monday",6,48,"Web","P - 300L",1,"$48.95",0
"15095",5,"Thursday",24,26,"Back Office","C - 100L",2,"$133.65",0
"15096",13,"Monday",0,65,"Web","O - 300L",3,"$34.19",0
"15097",29,"Monday",0,22,"Box Office","I - 100L",4,"$101.37",0
"15098",3,"Thursday",14,48,"Web","O - 300L",2,"$34.96",0
"15099",25,"Thursday",3,64,"Web","O - 300L",2,"$74.93",0
"15100",12,"Thursday",0,38,"Web","L1 - 200L",2,"$66.98",0
"15101",4,"Wednesday",7,35,"Back Office","L1 - 200L",4,"$50.35",0
"15102",17,"Tuesday",109,35,"Web","L1 - 200L",2,"$80.36",0
"15103",2,"Wednesday",57,26,"Web","C - 100L",2,"$166.60",0
"15104",21,"Sunday",38,22,"Web","I - 100L",5,"$119.78",0
"15105",16,"Saturday",7,24,"Web","D - 100L",4,"$163.40",0
"15106",31,"Tuesday",0,31,"Box Office","F -100L",3,"$177.84",0
"15107",26,"Saturday",1,64,"Web","P - 300L",3,"$34.20",0
"15108",18,"Saturday",46,26,"Web","C - 100L",2,"$199.92",0
"15109",30,"Thursday",0,29,"Back Office","F -100L",6,"$66.76",1
"15110",5,"Wednesday",0,46,"Web","K - 200L",2,"$76.93",1
"15111",28,"Sunday",41,22,"Web","I - 100L",2,"$86.00",0
"15112",11,"Saturday",9,32,"Web","F -100L",4,"$109.60",0
"15113",8,"Monday",0,72,"Web","R - 300L",3,"$23.89",1
"15114",20,"Tuesday",0,76,"Web","R - 300L",1,"$40.94",0
"15115",25,"Saturday",0,24,"Back Office","D - 100L",1,"$56.00",1
"15116",8,"Monday",0,66,"Box Office","N - 300L",5,"$59.15",0
"15117",14,"Saturday",6,80,"Web","P - 300L",2,"$59.09",0
"15118",10,"Thursday",47,29,"Web","F -100L",2,"$96.23",0
"15119",24,"Tuesday",5,60,"Web","R - 300L",4,"$34.28",1
"15120",25,"Saturday",66,62,"Web","O - 300L",2,"$110.75",0
"15121",1,"Thursday",2,21,"Web","I - 100L",2,"$59.92",0
"15122",2,"Wednesday",0,21,"Back Office","G - 100L",13,"$65.21",1
"15123",20,"Thursday",93,27,"Web","D - 100L",2,"$125.62",0
"15124",14,"Saturday",1,79,"Web","O - 300L",1,"$45.89",0
"15125",31,"Saturday",17,16,"Web","C - 100L",2,"$252.07",0
"15126",31,"Saturday",1,36,"Web","M - 200L",2,"$62.40",0
"15127",31,"Saturday",131,50,"Box Office","R - 300L",7,"$88.50",1
"15128",16,"Saturday",33,64,"Web","P - 300L",4,"$49.25",0
"15129",30,"Thursday",0,49,"Web","P - 300L",3,"$48.96",0
"15130",20,"Tuesday",117,34,"Web","D - 100L",2,"$125.49",0
"15131",3,"Tuesday",2,47,"Web","O - 300L",6,"$98.79",0
"15132",25,"Thursday",7,27,"Web","D - 100L",2,"$191.40",0
"15133",16,"Thursday",42,22,"Web","G - 100L",2,"$109.04",0
"15134",20,"Thursday",0,51,"Web","R - 300L",2,"$22.08",0
"15135",8,"Monday",0,42,"Box Office","L2 - 200L",3,"$96.80",0
"15136",25,"Thursday",0,79,"Web","P - 300L",2,"$37.66",0
"15137",21,"Saturday",23,78,"Web","R - 300L",7,"$54.45",0
"15138",4,"Saturday",0,55,"Box Office","R - 300L",1,"$40.15",1
"15139",15,"Friday",0,70,"Web","Q - 300L",2,"$28.61",0
"15140",19,"Thursday",10,66,"Back Office","P - 300L",4,"$16.39",1
"15141",25,"Thursday",1,62,"Web","P - 300L",3,"$45.07",1
"15142",28,"Saturday",65,46,"Web","K - 200L",1,"$123.75",0
"15143",26,"Saturday",3,32,"Web","F -100L",2,"$106.53",0
"15144",24,"Saturday",32,50,"Back Office","R - 300L",2,"$20.58",0
"15145",20,"Sunday",0,62,"Back Office","N - 300L",4,"$39.20",0
"15146",10,"Thursday",7,55,"Web","R - 300L",2,"$21.71",0
"15147",27,"Monday",0,47,"Web","P - 300L",3,"$24.96",0
"15148",22,"Wednesday",58,50,"Back Office","R - 300L",2,"$17.78",0
"15149",2,"Wednesday",65,26,"Web","C - 100L",3,"$107.13",0
"15150",12,"Saturday",28,33,"Web","D - 100L",3,"$114.84",0
"15151",11,"Saturday",1,43,"Web","L2 - 200L",2,"$59.45",0
"15152",6,"Tuesday",1,55,"Web","R - 300L",2,"$25.08",0
"15153",20,"Sunday",33,34,"Back Office","D - 100L",2,"$125.52",1
"15154",6,"Wednesday",56,47,"Back Office","P - 300L",2,"$13.37",0
"15155",11,"Tuesday",79,16,"Web","C - 100L",4,"$203.84",0
"15156",29,"Monday",30,33,"Web","D - 100L",2,"$131.13",0
"15157",29,"Monday",144,66,"Web","P - 300L",4,"$30.85",1
"15158",31,"Saturday",5,24,"Back Office","D - 100L",4,"$246.40",1
"15159",24,"Tuesday",0,55,"Web","R - 300L",6,"$30.93",0
"15160",18,"Saturday",24,30,"Web","F -100L",2,"$116.30",0
"15161",9,"Thursday",153,16,"Web","C - 100L",2,"$130.49",0
"15162",25,"Thursday",0,26,"Web","C - 100L",2,"$151.67",0
"15163",24,"Tuesday",47,16,"Web","C - 100L",3,"$155.52",1
"15164",20,"Thursday",57,25,"Web","D - 100L",2,"$145.04",1
"15165",9,"Thursday",12,29,"Web","F -100L",3,"$106.14",0
"15166",27,"Wednesday",13,47,"Web","P - 300L",3,"$42.28",0
"15167",8,"Saturday",116,10,"Web","J",4,"$109.89",0
"15168",15,"Saturday",214,64,"Web","P - 300L",2,"$59.95",0
"15169",7,"Monday",6,69,"Back Office","Q - 300L",7,"$32.32",1
"15170",20,"Tuesday",2,23,"Web","G - 100L",2,"$105.53",0
"15171",2,"Wednesday",23,73,"Back Office","R - 300L",2,"$20.26",1
"15172",3,"Thursday",48,16,"Web","C - 100L",4,"$183.18",0
"15173",14,"Wednesday",12,39,"Back Office","L1 - 200L",4,"$50.07",0
"15174",27,"Thursday",3,24,"Web","D - 100L",9,"$62.30",0
"15175",28,"Saturday",9,46,"Back Office","K - 200L",5,"$50.97",1
"15176",9,"Friday",7,31,"Box Office","F -100L",2,"$200.72",1
"15177",5,"Thursday",38,22,"Back Office","I - 100L",2,"$71.53",1
"15178",12,"Saturday",74,38,"Back Office","M - 200L",1,"$91.00",1
"15179",19,"Thursday",17,22,"Back Office","I - 100L",3,"$62.96",0
"15180",29,"Saturday",0,44,"Box Office","L2 - 200L",1,"$117.74",1
"15181",31,"Tuesday",0,49,"Web","O - 300L",3,"$54.07",0
"15182",19,"Sunday",0,64,"Web","P - 300L",2,"$22.35",0
"15183",29,"Saturday",0,53,"Back Office","Q - 300L",3,"$63.90",1
"15184",20,"Tuesday",6,27,"Web","D - 100L",2,"$133.20",0
"15185",30,"Tuesday",83,25,"Web","D - 100L",2,"$97.68",0
"15186",30,"Sunday",29,16,"Web","C - 100L",2,"$113.48",0
"15187",8,"Saturday",0,65,"Web","O - 300L",2,"$60.38",1
"15188",2,"Wednesday",43,18,"Web","D - 100L",2,"$89.69",0
"15189",16,"Tuesday",7,17,"Web","D - 100L",2,"$105.44",0
"15190",14,"Thursday",16,33,"Box Office","D - 100L",5,"$108.58",1
"15191",17,"Saturday",0,17,"Box Office","D - 100L",2,"$180.96",0
"15192",10,"Thursday",0,34,"Web","D - 100L",2,"$107.10",0
"15193",16,"Tuesday",32,65,"Web","O - 300L",2,"$44.10",0
"15194",23,"Monday",7,29,"Back Office","F -100L",4,"$57.78",1
"15195",31,"Saturday",30,33,"Web","D - 100L",2,"$103.40",0
"15196",15,"Friday",0,42,"Web","K - 200L",2,"$59.99",0
"15197",5,"Wednesday",0,39,"Box Office","M - 200L",3,"$127.05",0
"15198",20,"Saturday",0,22,"Back Office","I - 100L",5,"$119.54",1
"15199",3,"Tuesday",4,26,"Web","C - 100L",3,"$162.87",0
"15200",5,"Thursday",3,46,"Back Office","K - 200L",2,"$60.45",0
"15201",25,"Thursday",0,30,"Web","F -100L",3,"$115.68",0
"15202",22,"Wednesday",3,26,"Web","C - 100L",1,"$121.22",0
"15203",20,"Tuesday",67,44,"Web","L2 - 200L",4,"$73.25",0
"15204",23,"Saturday",1,36,"Web","M - 200L",2,"$68.33",0
"15205",12,"Saturday",0,18,"Web","D - 100L",2,"$91.73",0
"15206",16,"Thursday",0,44,"Web","L2 - 200L",1,"$91.52",1
"15207",22,"Thursday",0,57,"Box Office","R - 300L",2,"$41.04",1
"15208",20,"Thursday",2,30,"Web","F -100L",2,"$89.47",1
"15209",8,"Monday",0,53,"Web","R - 300L",3,"$28.61",0
"15210",3,"Thursday",0,34,"Web","D - 100L",4,"$134.23",0
"15211",21,"Saturday",3,60,"Web","R - 300L",5,"$29.85",0
"15212",24,"Saturday",46,23,"Back Office","D - 100L",3,"$146.74",0
"15213",31,"Saturday",18,21,"Back Office","I - 100L",8,"$91.72",1
"15214",24,"Thursday",1,63,"Web","P - 300L",2,"$20.91",0
"15215",6,"Tuesday",7,27,"Web","D - 100L",1,"$119.85",1
"15216",25,"Thursday",0,51,"Web","R - 300L",1,"$49.35",0
"15217",25,"Saturday",78,47,"Web","P - 300L",2,"$87.58",0
"15218",29,"Saturday",0,56,"Back Office","R - 300L",1,"$47.04",1
"15219",9,"Monday",2,61,"Web","R - 300L",1,"$41.33",0
"15220",10,"Thursday",78,16,"Web","C - 100L",2,"$230.00",0
"15221",10,"Saturday",0,61,"Box Office","R - 300L",1,"$79.06",0
"15222",29,"Monday",19,25,"Web","D - 100L",3,"$100.11",0
