"","opponent","event_day_of_week","days_before_event","section_name","channel","price_level","primary_tickets_sold","primary_average_ticket_price","churn"
"19615",3,"Saturday",15,19,"Web","G - 100L",2,"$164.65",1
"19616",25,"Thursday",20,19,"Web","G - 100L",2,"$115.70",0
"19617",24,"Monday",0,24,"Back Office","D - 100L",6,"$131.71",1
"19618",24,"Monday",0,50,"Box Office","R - 300L",2,"$35.63",1
"19619",1,"Saturday",3,56,"Back Office","R - 300L",1,"$19.40",0
"19620",20,"Sunday",0,27,"Back Office","D - 100L",3,"$127.89",0
"19621",15,"Friday",43,21,"Back Office","I - 100L",2,"$99.00",1
"19622",22,"Wednesday",23,48,"Web","O - 300L",1,"$53.68",0
"19623",2,"Wednesday",0,17,"Box Office","D - 100L",1,"$157.92",0
"19624",10,"Wednesday",26,66,"Back Office","P - 300L",6,"$27.38",0
"19625",20,"Sunday",0,48,"Box Office","P - 300L",1,"$21.10",1
"19626",5,"Thursday",203,35,"Web","L1 - 200L",2,"$113.43",0
"19627",3,"Sunday",78,63,"Web","O - 300L",2,"$62.57",0
"19628",26,"Tuesday",20,44,"Back Office","L2 - 200L",3,"$43.47",1
"19629",18,"Tuesday",0,21,"Back Office","G - 100L",5,"$53.40",0
"19630",23,"Saturday",0,64,"Web","O - 300L",1,"$37.80",0
"19631",30,"Saturday",9,54,"Web","R - 300L",2,"$39.10",0
"19632",7,"Monday",14,51,"Back Office","R - 300L",7,"$25.03",1
"19633",24,"Wednesday",0,42,"Box Office","L2 - 200L",2,"$87.20",0
"19634",18,"Saturday",0,52,"Back Office","Q - 300L",11,"$21.61",0
"19635",11,"Tuesday",57,33,"Back Office","D - 100L",5,"$111.12",1
"19636",9,"Monday",118,26,"Web","C - 100L",3,"$150.24",0
"19637",23,"Saturday",0,29,"Web","F -100L",3,"$141.47",0
"19638",30,"Sunday",1,29,"Web","F -100L",3,"$63.27",1
"19639",24,"Saturday",0,51,"Back Office","Q - 300L",6,"$55.08",0
"19640",31,"Saturday",17,48,"Web","P - 300L",2,"$75.84",0
"19641",30,"Saturday",97,35,"Web","L1 - 200L",2,"$82.92",0
"19642",9,"Thursday",10,74,"Web","R - 300L",1,"$38.68",0
"19643",27,"Saturday",18,25,"Back Office","D - 100L",3,"$129.68",1
"19644",2,"Wednesday",2,30,"Web","F -100L",1,"$122.00",0
"19645",13,"Tuesday",0,44,"Box Office","L2 - 200L",1,"$69.98",1
"19646",27,"Monday",210,38,"Web","M - 200L",6,"$75.48",0
"19647",24,"Monday",0,22,"Back Office","G - 100L",11,"$48.95",1
"19648",5,"Wednesday",1,80,"Web","O - 300L",1,"$38.76",1
"19649",10,"Wednesday",154,23,"Back Office","D - 100L",2,"$203.15",1
"19650",19,"Thursday",0,59,"Back Office","R - 300L",10,"$21.36",0
"19651",20,"Thursday",2,20,"Web","G - 100L",2,"$109.73",0
"19652",29,"Saturday",25,24,"Back Office","D - 100L",2,"$247.00",1
"19653",31,"Saturday",1,36,"Back Office","M - 200L",2,"$104.65",1
"19654",27,"Wednesday",0,26,"Back Office","C - 100L",29,"$90.82",0
"19655",27,"Thursday",0,47,"Web","P - 300L",3,"$16.94",0
"19656",31,"Saturday",22,73,"Web","R - 300L",4,"$64.24",0
"19657",25,"Saturday",1,23,"Back Office","G - 100L",2,"$187.20",1
"19658",31,"Saturday",219,29,"Web","F -100L",2,"$236.50",1
"19659",8,"Monday",0,48,"Box Office","O - 300L",2,"$50.14",0
"19660",27,"Wednesday",21,19,"Back Office","G - 100L",3,"$66.15",0
"19661",7,"Monday",4,32,"Back Office","F -100L",6,"$68.90",1
"19662",13,"Tuesday",1,67,"Back Office","R - 300L",5,"$25.54",1
"19663",31,"Saturday",4,50,"Web","R - 300L",2,"$86.29",0
"19664",31,"Tuesday",4,19,"Web","G - 100L",2,"$88.99",0
"19665",31,"Saturday",26,45,"Back Office","L2 - 200L",4,"$114.48",0
"19666",9,"Thursday",1,21,"Web","G - 100L",1,"$60.99",1
"19667",24,"Saturday",12,50,"Back Office","R - 300L",6,"$32.50",0
"19668",12,"Saturday",4,25,"Web","D - 100L",1,"$108.08",0
"19669",9,"Thursday",41,26,"Web","C - 100L",4,"$153.11",0
"19670",18,"Saturday",1,78,"Web","R - 300L",4,"$34.48",0
"19671",5,"Thursday",0,64,"Back Office","O - 300L",30,"$26.09",0
"19672",13,"Tuesday",0,49,"Back Office","O - 300L",11,"$27.86",1
"19673",2,"Wednesday",1,34,"Web","D - 100L",2,"$120.29",0
"19674",14,"Saturday",31,67,"Web","R - 300L",5,"$50.32",0
"19675",20,"Tuesday",105,21,"Web","I - 100L",4,"$59.95",0
"19676",20,"Tuesday",3,67,"Web","R - 300L",5,"$40.94",0
"19677",21,"Saturday",21,36,"Web","M - 200L",2,"$67.87",0
"19678",1,"Tuesday",7,20,"Back Office","G - 100L",4,"$122.67",1
"19679",4,"Thursday",0,38,"Web","L1 - 200L",3,"$76.41",0
"19680",31,"Saturday",1,41,"Web","K - 200L",7,"$138.77",0
"19681",14,"Saturday",52,7,"Web","J",2,"$168.07",0
"19682",3,"Sunday",5,33,"Back Office","D - 100L",4,"$104.98",0
"19683",14,"Saturday",0,40,"Box Office","L1 - 200L",1,"$61.50",0
"19684",15,"Saturday",0,77,"Back Office","R - 300L",3,"$26.37",0
"19685",31,"Tuesday",6,34,"Web","D - 100L",2,"$156.77",0
"19686",4,"Wednesday",8,70,"Back Office","R - 300L",2,"$17.28",0
"19687",16,"Saturday",0,37,"Back Office","M - 200L",10,"$55.02",0
"19688",1,"Thursday",0,31,"Web","H - 100L",1,"$61.82",0
"19689",25,"Thursday",23,62,"Web","P - 300L",3,"$20.90",0
"19690",31,"Saturday",46,16,"Back Office","C - 100L",3,"$197.60",0
"19691",20,"Sunday",3,26,"Box Office","C - 100L",1,"$138.15",1
"19692",23,"Saturday",11,34,"Web","D - 100L",4,"$112.17",0
"19693",1,"Monday",25,26,"Back Office","B",1,"$163.80",1
"19694",24,"Tuesday",0,34,"Box Office","D - 100L",1,"$71.91",0
"19695",6,"Wednesday",23,64,"Web","O - 300L",4,"$56.70",0
"19696",25,"Thursday",1,77,"Web","Q - 300L",2,"$33.56",0
"19697",27,"Saturday",71,62,"Web","P - 300L",2,"$47.17",0
"19698",3,"Saturday",50,17,"Back Office","D - 100L",1,"$156.75",0
"19699",9,"Friday",49,27,"Back Office","D - 100L",1,"$218.50",1
"19700",19,"Sunday",3,31,"Web","H - 100L",2,"$68.56",1
"19701",10,"Wednesday",0,78,"Back Office","R - 300L",28,"$25.54",0
"19702",21,"Saturday",1,80,"Web","O - 300L",2,"$40.13",0
"19703",9,"Thursday",1,29,"Web","D - 100L",1,"$121.26",1
"19704",9,"Friday",7,22,"Web","I - 100L",4,"$185.40",0
"19705",30,"Sunday",0,63,"Web","O - 300L",2,"$33.43",0
"19706",19,"Sunday",1,70,"Web","R - 300L",1,"$29.65",0
"19707",28,"Sunday",9,55,"Web","R - 300L",1,"$13.71",0
"19708",6,"Tuesday",55,18,"Web","D - 100L",4,"$105.34",0
"19709",27,"Wednesday",0,67,"Back Office","R - 300L",13,"$24.82",0
"19710",27,"Monday",28,22,"Web","I - 100L",2,"$68.73",0
"19711",19,"Sunday",3,24,"Web","D - 100L",1,"$119.09",0
"19712",31,"Monday",89,17,"Web","D - 100L",2,"$91.80",0
"19713",2,"Wednesday",0,79,"Web","P - 300L",3,"$32.14",0
"19714",12,"Saturday",18,5,"Web","J",2,"$124.12",1
"19715",29,"Monday",0,40,"Web","L1 - 200L",2,"$53.23",0
"19716",14,"Saturday",194,29,"Web","F -100L",4,"$161.55",0
"19717",21,"Sunday",0,40,"Box Office","L1 - 200L",2,"$75.43",1
"19718",24,"Saturday",16,34,"Back Office","D - 100L",2,"$82.86",0
"19719",31,"Saturday",3,33,"Back Office","D - 100L",1,"$102.46",0
"19720",22,"Wednesday",34,31,"Back Office","H - 100L",6,"$56.43",0
"19721",31,"Saturday",1,48,"Web","P - 300L",4,"$35.03",0
"19722",30,"Tuesday",1,49,"Back Office","O - 300L",2,"$31.05",1
"19723",16,"Thursday",0,62,"Back Office","O - 300L",5,"$16.20",1
"19724",28,"Thursday",6,19,"Web","G - 100L",2,"$85.31",1
"19725",16,"Thursday",2,27,"Web","D - 100L",1,"$76.14",1
"19726",21,"Saturday",0,58,"Web","R - 300L",3,"$40.64",0
"19727",2,"Wednesday",0,27,"Web","D - 100L",2,"$124.35",0
"19728",26,"Tuesday",74,41,"Web","K - 200L",1,"$83.25",1
"19729",19,"Thursday",15,22,"Back Office","G - 100L",2,"$57.14",0
"19730",5,"Wednesday",2,55,"Web","Q - 300L",1,"$47.67",0
"19731",7,"Monday",0,49,"Back Office","P - 300L",32,"$29.30",1
"19732",3,"Tuesday",0,21,"Web","G - 100L",1,"$207.90",0
"19733",13,"Tuesday",0,28,"Box Office","D - 100L",2,"$156.04",1
"19734",9,"Friday",50,63,"Web","P - 300L",4,"$63.51",0
"19735",9,"Friday",0,23,"Back Office","G - 100L",3,"$171.00",1
"19736",21,"Thursday",36,34,"Web","D - 100L",2,"$128.21",0
"19737",18,"Tuesday",5,79,"Back Office","O - 300L",5,"$19.08",1
"19738",24,"Wednesday",0,78,"Back Office","R - 300L",1,"$31.45",0
"19739",13,"Tuesday",8,17,"Web","D - 100L",2,"$177.62",0
"19740",22,"Wednesday",16,68,"Back Office","R - 300L",6,"$14.41",0
"19741",7,"Monday",40,25,"Back Office","D - 100L",4,"$120.29",1
"19742",31,"Tuesday",44,20,"Web","G - 100L",4,"$155.82",0
"19743",20,"Tuesday",0,54,"Web","R - 300L",4,"$27.94",0
"19744",6,"Tuesday",4,31,"Web","H - 100L",4,"$85.71",1
"19745",7,"Monday",0,78,"Back Office","R - 300L",13,"$22.95",1
"19746",5,"Wednesday",3,80,"Web","P - 300L",5,"$47.01",0
"19747",24,"Thursday",10,30,"Web","H - 100L",2,"$66.58",0
"19748",20,"Tuesday",1,22,"Web","G - 100L",2,"$136.73",1
"19749",18,"Saturday",61,23,"Back Office","G - 100L",5,"$80.67",0
"19750",2,"Wednesday",0,39,"Back Office","M - 200L",7,"$50.04",1
"19751",5,"Wednesday",4,34,"Web","D - 100L",2,"$129.97",0
"19752",28,"Sunday",0,31,"Web","F -100L",2,"$98.49",0
"19753",13,"Tuesday",1,36,"Back Office","L1 - 200L",4,"$49.14",1
"19754",9,"Thursday",0,20,"Web","G - 100L",3,"$68.43",0
"19755",16,"Tuesday",0,20,"Web","G - 100L",2,"$64.10",0
"19756",10,"Wednesday",26,24,"Back Office","D - 100L",7,"$204.63",0
"19757",20,"Thursday",0,26,"Web","C - 100L",3,"$140.07",1
"19758",31,"Saturday",29,80,"Web","P - 300L",1,"$45.43",1
"19759",19,"Sunday",2,42,"Web","L2 - 200L",2,"$52.80",0
"19760",5,"Thursday",30,29,"Web","D - 100L",2,"$78.02",0
"19761",16,"Saturday",12,17,"Back Office","D - 100L",3,"$97.53",0
"19762",3,"Thursday",63,24,"Web","D - 100L",8,"$207.76",0
"19763",31,"Saturday",32,16,"Web","C - 100L",1,"$89.73",1
"19764",31,"Saturday",54,25,"Back Office","D - 100L",7,"$134.88",1
"19765",20,"Tuesday",12,34,"Web","D - 100L",2,"$142.08",0
"19766",11,"Saturday",0,33,"Web","D - 100L",2,"$102.39",1
"19767",31,"Saturday",37,80,"Web","P - 300L",2,"$81.37",0
"19768",3,"Saturday",0,47,"Box Office","O - 300L",2,"$103.40",1
"19769",30,"Saturday",59,67,"Back Office","R - 300L",8,"$36.02",1
"19770",31,"Tuesday",0,49,"Box Office","N - 300L",3,"$61.75",1
"19771",3,"Saturday",5,77,"Back Office","R - 300L",8,"$58.30",0
"19772",8,"Monday",105,11,"Web","J",2,"$103.24",0
"19773",31,"Tuesday",1,79,"Back Office","O - 300L",3,"$24.19",1
"19774",16,"Tuesday",1,78,"Web","R - 300L",4,"$21.68",1
"19775",27,"Saturday",0,45,"Back Office","L2 - 200L",6,"$38.99",1
"19776",24,"Monday",12,16,"Web","C - 100L",3,"$127.05",0
"19777",16,"Thursday",78,26,"Web","C - 100L",2,"$178.20",0
"19778",9,"Monday",0,69,"Back Office","R - 300L",25,"$16.62",0
"19779",8,"Saturday",0,17,"Box Office","D - 100L",2,"$228.80",0
"19780",24,"Saturday",26,47,"Back Office","O - 300L",2,"$50.09",0
"19781",6,"Wednesday",6,59,"Back Office","R - 300L",10,"$15.15",0
"19782",19,"Sunday",8,24,"Web","D - 100L",3,"$85.20",0
"19783",24,"Thursday",62,26,"Web","C - 100L",2,"$153.90",0
"19784",22,"Wednesday",2,32,"Back Office","F -100L",2,"$70.81",0
"19785",24,"Saturday",3,28,"Back Office","D - 100L",4,"$117.12",0
"19786",11,"Tuesday",28,59,"Back Office","R - 300L",1,"$44.28",1
"19787",25,"Thursday",0,66,"Web","O - 300L",1,"$40.18",0
"19788",10,"Saturday",4,29,"Back Office","F -100L",4,"$233.20",1
"19789",19,"Sunday",1,68,"Web","R - 300L",5,"$23.86",0
"19790",20,"Tuesday",18,53,"Web","Q - 300L",2,"$48.76",0
"19791",27,"Saturday",52,31,"Web","H - 100L",4,"$105.44",0
"19792",10,"Thursday",1,70,"Web","R - 300L",3,"$16.44",0
"19793",27,"Saturday",44,36,"Web","M - 200L",2,"$83.20",0
"19794",5,"Wednesday",1,29,"Web","F -100L",3,"$105.67",0
"19795",3,"Thursday",0,71,"Web","R - 300L",2,"$33.14",0
"19796",4,"Thursday",19,25,"Web","D - 100L",3,"$145.40",1
"19797",14,"Saturday",0,77,"Web","R - 300L",2,"$51.86",0
"19798",18,"Tuesday",0,20,"Back Office","G - 100L",3,"$44.19",1
"19799",25,"Thursday",142,31,"Web","H - 100L",4,"$98.79",0
"19800",3,"Thursday",48,31,"Web","H - 100L",5,"$82.80",1
"19801",19,"Sunday",16,45,"Web","K - 200L",2,"$65.03",0
"19802",10,"Thursday",0,41,"Web","K - 200L",2,"$77.31",0
"19803",27,"Thursday",9,20,"Back Office","G - 100L",1,"$136.80",1
"19804",19,"Thursday",56,47,"Web","P - 300L",2,"$37.85",0
"19805",20,"Sunday",4,36,"Box Office","L1 - 200L",1,"$87.75",1
"19806",20,"Thursday",7,32,"Web","F -100L",3,"$89.27",0
"19807",25,"Thursday",0,40,"Web","L1 - 200L",3,"$66.95",0
"19808",26,"Saturday",0,47,"Box Office","O - 300L",2,"$39.15",0
"19809",31,"Saturday",128,45,"Web","L2 - 200L",5,"$162.54",0
"19810",30,"Tuesday",0,67,"Box Office","R - 300L",9,"$32.02",1
"19811",19,"Thursday",0,61,"Box Office","R - 300L",1,"$33.60",0
"19812",20,"Tuesday",18,60,"Web","R - 300L",2,"$42.80",0
"19813",20,"Thursday",3,47,"Back Office","P - 300L",2,"$19.99",0
"19814",18,"Saturday",5,25,"Web","D - 100L",5,"$122.48",0
"19815",15,"Friday",14,71,"Web","R - 300L",1,"$38.50",0
"19816",25,"Saturday",37,50,"Back Office","R - 300L",3,"$52.13",1
"19817",16,"Saturday",12,34,"Web","D - 100L",2,"$209.30",0
"19818",5,"Wednesday",0,62,"Web","P - 300L",5,"$66.56",0
"19819",11,"Tuesday",3,17,"Box Office","D - 100L",1,"$147.03",1
"19820",16,"Saturday",12,67,"Back Office","R - 300L",8,"$38.33",0
"19821",23,"Saturday",19,47,"Web","O - 300L",1,"$29.70",1
"19822",3,"Thursday",65,62,"Web","N - 300L",2,"$93.74",0
"19823",20,"Thursday",39,16,"Web","C - 100L",3,"$170.07",0
"19824",23,"Monday",119,34,"Web","D - 100L",2,"$110.03",0
"19825",23,"Saturday",142,38,"Web","M - 200L",4,"$114.80",0
"19826",11,"Saturday",35,29,"Web","F -100L",4,"$114.46",0
"19827",13,"Tuesday",0,45,"Back Office","L2 - 200L",6,"$48.82",1
"19828",18,"Saturday",13,11,"Web","J",2,"$132.25",0
"19829",25,"Thursday",10,26,"Web","C - 100L",2,"$173.09",0
"19830",3,"Tuesday",32,34,"Web","D - 100L",2,"$165.30",0
"19831",4,"Thursday",0,22,"Web","G - 100L",2,"$89.11",0
"19832",14,"Wednesday",0,22,"Back Office","G - 100L",4,"$39.65",1
"19833",26,"Tuesday",0,49,"Back Office","O - 300L",9,"$13.92",1
"19834",24,"Thursday",0,68,"Web","R - 300L",1,"$21.25",0
"19835",15,"Friday",16,71,"Web","R - 300L",3,"$26.12",0
"19836",9,"Thursday",0,58,"Web","R - 300L",1,"$35.01",1
"19837",21,"Sunday",28,62,"Web","O - 300L",1,"$53.69",0
"19838",15,"Saturday",26,65,"Back Office","P - 300L",3,"$27.13",0
"19839",30,"Saturday",0,65,"Box Office","O - 300L",3,"$55.13",1
"19840",19,"Sunday",34,22,"Web","I - 100L",4,"$63.71",0
"19841",31,"Saturday",79,29,"Web","F -100L",5,"$93.48",0
"19842",10,"Thursday",0,55,"Web","R - 300L",1,"$49.35",0
"19843",5,"Wednesday",120,26,"Web","C - 100L",4,"$260.25",0
"19844",23,"Saturday",0,47,"Web","P - 300L",4,"$45.30",0
"19845",21,"Saturday",17,16,"Web","C - 100L",3,"$153.11",0
"19846",25,"Thursday",0,77,"Web","Q - 300L",2,"$62.10",0
"19847",19,"Saturday",30,66,"Web","O - 300L",2,"$78.48",0
"19848",3,"Saturday",37,73,"Web","R - 300L",2,"$111.87",0
"19849",10,"Wednesday",83,78,"Web","R - 300L",2,"$62.10",0
"19850",16,"Saturday",26,79,"Back Office","P - 300L",6,"$38.49",0
"19851",27,"Thursday",0,76,"Web","R - 300L",1,"$38.15",0
"19852",12,"Saturday",0,32,"Web","F -100L",1,"$77.66",0
"19853",6,"Wednesday",0,69,"Back Office","R - 300L",10,"$28.08",0
"19854",21,"Thursday",7,79,"Back Office","P - 300L",2,"$18.09",0
"19855",31,"Tuesday",7,47,"Web","O - 300L",4,"$51.23",0
"19856",26,"Saturday",3,39,"Web","L1 - 200L",2,"$64.40",0
"19857",24,"Thursday",0,62,"Web","P - 300L",1,"$22.11",0
"19858",14,"Saturday",9,49,"Back Office","O - 300L",2,"$69.54",0
"19859",6,"Thursday",0,50,"Back Office","R - 300L",23,"$27.64",1
"19860",19,"Thursday",2,18,"Web","D - 100L",1,"$141.78",0
"19861",31,"Saturday",0,55,"Box Office","R - 300L",3,"$24.23",0
"19862",9,"Thursday",0,51,"Web","R - 300L",1,"$23.16",0
"19863",25,"Thursday",4,52,"Web","Q - 300L",1,"$69.69",0
"19864",8,"Saturday",25,66,"Back Office","O - 300L",2,"$50.40",1
"19865",17,"Saturday",1,27,"Web","D - 100L",1,"$51.62",0
"19866",23,"Saturday",0,39,"Web","M - 200L",1,"$53.30",0
"19867",5,"Tuesday",38,52,"Web","Q - 300L",1,"$68.64",0
"19868",23,"Saturday",3,55,"Web","Q - 300L",2,"$62.79",1
"19869",29,"Monday",1,34,"Web","D - 100L",2,"$110.76",0
"19870",31,"Saturday",13,40,"Web","L1 - 200L",2,"$128.04",0
"19871",15,"Friday",32,26,"Web","C - 100L",3,"$119.50",0
"19872",10,"Saturday",19,45,"Web","L2 - 200L",2,"$146.96",0
"19873",10,"Thursday",1,35,"Web","L1 - 200L",3,"$108.15",0
"19874",27,"Monday",0,32,"Web","F -100L",2,"$78.54",0
"19875",25,"Thursday",0,16,"Box Office","C - 100L",1,"$113.00",0
"19876",31,"Saturday",87,16,"Web","C - 100L",2,"$123.12",1
"19877",18,"Thursday",27,16,"Web","C - 100L",2,"$166.77",0
"19878",29,"Monday",2,51,"Web","R - 300L",5,"$26.11",0
"19879",20,"Thursday",4,35,"Web","L1 - 200L",2,"$78.20",0
"19880",9,"Thursday",7,21,"Box Office","I - 100L",1,"$95.40",1
"19881",1,"Thursday",6,26,"Web","C - 100L",2,"$140.18",0
"19882",31,"Tuesday",0,39,"Box Office","M - 200L",2,"$87.15",0
"19883",30,"Thursday",1,70,"Back Office","R - 300L",9,"$18.82",1
"19884",20,"Tuesday",100,62,"Web","O - 300L",4,"$50.14",0
"19885",14,"Wednesday",0,32,"Back Office","F -100L",25,"$53.62",0
"19886",22,"Wednesday",0,74,"Back Office","Q - 300L",3,"$24.71",0
"19887",5,"Thursday",5,18,"Web","D - 100L",4,"$184.26",0
"19888",2,"Wednesday",15,40,"Web","L1 - 200L",3,"$55.90",0
"19889",31,"Saturday",0,44,"Box Office","L2 - 200L",4,"$149.00",0
"19890",6,"Wednesday",2,20,"Back Office","G - 100L",8,"$50.45",0
"19891",24,"Thursday",0,25,"Web","D - 100L",5,"$80.94",0
"19892",10,"Thursday",20,17,"Web","D - 100L",2,"$200.10",0
"19893",26,"Saturday",89,71,"Web","R - 300L",2,"$38.57",0
"19894",14,"Saturday",0,46,"Web","K - 200L",2,"$100.50",0
"19895",12,"Saturday",3,16,"Web","C - 100L",2,"$166.86",1
"19896",13,"Monday",0,25,"Box Office","D - 100L",1,"$65.57",0
"19897",30,"Saturday",47,25,"Back Office","D - 100L",2,"$111.67",1
"19898",3,"Sunday",4,52,"Back Office","R - 300L",3,"$46.90",0
"19899",27,"Wednesday",0,47,"Back Office","P - 300L",3,"$29.86",0
"19900",15,"Friday",61,56,"Web","R - 300L",3,"$29.10",0
"19901",16,"Tuesday",9,26,"Web","C - 100L",2,"$148.11",0
"19902",30,"Saturday",76,47,"Web","P - 300L",1,"$40.46",0
"19903",5,"Thursday",10,66,"Back Office","P - 300L",3,"$20.40",0
"19904",25,"Saturday",52,23,"Back Office","G - 100L",2,"$112.48",0
"19905",10,"Thursday",0,68,"Web","R - 300L",2,"$26.53",0
"19906",24,"Thursday",16,30,"Web","H - 100L",3,"$83.97",0
"19907",27,"Monday",0,19,"Web","G - 100L",1,"$73.42",0
"19908",6,"Wednesday",16,79,"Back Office","O - 300L",2,"$18.23",0
"19909",4,"Wednesday",26,34,"Web","D - 100L",2,"$116.87",0
"19910",9,"Thursday",2,38,"Web","M - 200L",4,"$70.25",0
"19911",5,"Thursday",154,17,"Web","D - 100L",5,"$190.90",0
"19912",10,"Thursday",0,60,"Web","R - 300L",1,"$25.99",1
"19913",2,"Wednesday",7,38,"Back Office","M - 200L",10,"$60.02",1
"19914",25,"Saturday",0,67,"Box Office","R - 300L",2,"$61.05",1
"19915",20,"Tuesday",1,34,"Web","D - 100L",2,"$141.78",0
"19916",15,"Saturday",95,50,"Back Office","R - 300L",5,"$24.95",1
"19917",19,"Sunday",0,41,"Web","K - 200L",6,"$57.81",0
"19918",5,"Thursday",94,75,"Back Office","R - 300L",4,"$30.98",1
"19919",14,"Saturday",0,71,"Web","R - 300L",1,"$59.85",1
"19920",31,"Saturday",40,30,"Back Office","H - 100L",2,"$127.51",1
"19921",31,"Saturday",1,76,"Web","Q - 300L",2,"$95.52",0
"19922",23,"Saturday",59,16,"Web","C - 100L",2,"$200.00",0
"19923",25,"Saturday",0,80,"Back Office","O - 300L",6,"$37.78",0
"19924",11,"Saturday",31,62,"Web","N - 300L",4,"$71.68",0
"19925",27,"Saturday",0,23,"Back Office","D - 100L",2,"$63.11",0
"19926",11,"Tuesday",41,22,"Back Office","I - 100L",4,"$85.54",1
"19927",9,"Thursday",0,23,"Web","G - 100L",2,"$69.58",0
"19928",16,"Saturday",15,45,"Back Office","L2 - 200L",2,"$76.19",0
"19929",10,"Thursday",46,20,"Web","G - 100L",3,"$115.05",0
"19930",30,"Saturday",0,28,"Back Office","D - 100L",3,"$70.57",0
"19931",28,"Thursday",0,32,"Back Office","D - 100L",6,"$47.97",0
"19932",10,"Thursday",109,52,"Web","Q - 300L",1,"$63.48",1
"19933",25,"Thursday",81,80,"Web","P - 300L",8,"$41.95",0
"19934",27,"Saturday",24,42,"Web","L2 - 200L",2,"$86.19",0
"19935",9,"Monday",13,52,"Back Office","R - 300L",2,"$19.35",0
"19936",3,"Thursday",37,23,"Web","G - 100L",2,"$78.00",0
"19937",2,"Wednesday",1,17,"Web","D - 100L",1,"$67.68",0
"19938",26,"Saturday",9,25,"Web","D - 100L",2,"$104.40",0
"19939",11,"Saturday",0,72,"Box Office","R - 300L",2,"$64.31",0
"19940",28,"Saturday",45,23,"Web","G - 100L",6,"$136.16",0
"19941",4,"Wednesday",9,49,"Back Office","O - 300L",1,"$17.23",0
"19942",7,"Monday",0,39,"Back Office","L1 - 200L",8,"$68.05",1
"19943",27,"Monday",0,17,"Web","D - 100L",2,"$110.20",1
"19944",20,"Tuesday",59,48,"Web","P - 300L",1,"$48.54",0
"19945",1,"Saturday",5,56,"Back Office","Q - 300L",7,"$20.93",0
"19946",30,"Saturday",1,36,"Back Office","M - 200L",3,"$35.31",0
"19947",9,"Thursday",1,64,"Web","O - 300L",2,"$44.51",0
"19948",27,"Saturday",1,30,"Back Office","H - 100L",8,"$48.89",0
"19949",5,"Thursday",1,47,"Web","P - 300L",2,"$51.41",0
"19950",8,"Saturday",1,47,"Web","P - 300L",4,"$41.98",0
"19951",19,"Sunday",0,24,"Back Office","D - 100L",24,"$100.92",0
"19952",14,"Wednesday",12,23,"Back Office","D - 100L",5,"$94.05",0
"19953",3,"Tuesday",8,27,"Web","D - 100L",1,"$135.24",0
"19954",24,"Wednesday",47,42,"Box Office","L2 - 200L",2,"$79.20",1
"19955",27,"Saturday",12,53,"Back Office","R - 300L",7,"$36.28",0
"19956",7,"Monday",54,50,"Back Office","R - 300L",2,"$27.17",1
"19957",8,"Saturday",136,31,"Web","H - 100L",2,"$153.22",0
"19958",25,"Saturday",38,50,"Back Office","R - 300L",2,"$51.24",1
"19959",23,"Saturday",0,43,"Box Office","L2 - 200L",4,"$110.67",0
"19960",5,"Thursday",59,38,"Back Office","L1 - 200L",4,"$70.63",0
"19961",25,"Thursday",0,28,"Back Office","D - 100L",4,"$155.40",1
"19962",21,"Thursday",28,57,"Back Office","R - 300L",2,"$29.64",0
"19963",9,"Thursday",0,33,"Web","D - 100L",1,"$88.74",0
"19964",3,"Sunday",8,47,"Web","O - 300L",2,"$101.14",0
"19965",31,"Tuesday",9,37,"Web","L1 - 200L",3,"$76.91",0
"19966",31,"Saturday",25,37,"Web","M - 200L",1,"$75.26",1
"19967",30,"Thursday",128,48,"Back Office","O - 300L",2,"$53.03",0
"19968",14,"Saturday",150,34,"Back Office","D - 100L",2,"$147.25",1
"19969",1,"Saturday",54,33,"Back Office","D - 100L",7,"$130.71",1
"19970",14,"Saturday",1,40,"Back Office","L1 - 200L",6,"$85.60",1
"19971",7,"Monday",5,66,"Back Office","N - 300L",2,"$38.41",1
